Record_ID,Country,Region,State,State_Code,City,Latitude,Longitude,Year,Full_Date,Month_Number,Month_Name,Quarter,Fiscal_Year,Population,Population_Category,Urban_Population,Rural_Population,Urban_Percentage,Rural_Percentage,Density_per_km2,Density_Category,Growth_Rate,Growth_Category,Literacy_Rate,Birth_Rate,Death_Rate,Net_Rate_Change
REC000516,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,02-04-2004,4,April,Q2,FY2004-05,15037067,Very Large (>15M),8352842,3348895,71.38,28.62,634,Medium Density,3.05,High Growth,74.31,11.41,8.23,3.18
REC000517,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,24-02-2012,2,February,Q1,FY2011-12,13339355,Large (10-15M),5364190,1296034,80.54,19.46,1360,High Density,2.54,High Growth,87.13,27.69,12.79,14.9
REC000518,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2003,17-04-2003,4,April,Q2,FY2003-04,3740339,Small (<5M),5022960,2040566,71.11,28.89,884,Medium Density,2.75,High Growth,79.24,12.57,6,6.57
REC000519,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2015,13-10-2015,10,October,Q4,FY2015-16,2377654,Small (<5M),563587,6347320,8.16,91.84,185,Low Density,2.83,High Growth,88.43,13.73,13.66,0.07
REC000520,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2023,01-10-2023,10,October,Q4,FY2023-24,15250830,Very Large (>15M),6927628,135595,98.08,1.92,870,Medium Density,1.01,Moderate Growth,62.99,19,9.65,9.35
REC000521,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,06-03-2015,3,March,Q1,FY2014-15,12606581,Large (10-15M),2171978,6014931,26.53,73.47,57,Low Density,1.4,Moderate Growth,76.22,12.8,7.48,5.32
REC000522,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2022,05-10-2022,10,October,Q4,FY2022-23,351951,Small (<5M),3872312,8580576,31.1,68.9,1321,High Density,0.81,Low Growth,65.27,22.8,10.26,12.54
REC000523,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2001,25-01-2001,1,January,Q1,FY2000-01,12621901,Large (10-15M),8015074,4966629,61.74,38.26,803,Medium Density,1.07,Moderate Growth,87.66,19.89,7.57,12.32
REC000524,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2016,13-08-2016,8,August,Q3,FY2016-17,362499,Small (<5M),6174588,7234554,46.05,53.95,273,Low Density,2.83,High Growth,65.34,19.96,12.98,6.98
REC000525,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,28-05-2019,5,May,Q2,FY2019-20,8934263,Medium (5-10M),3230218,5796492,35.79,64.21,429,Medium Density,3.34,High Growth,60.28,29.34,8.22,21.12
REC000526,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2023,23-04-2023,4,April,Q2,FY2023-24,1736279,Small (<5M),3766559,2785327,57.49,42.51,1160,High Density,2.52,High Growth,92.53,23.48,5.73,17.75
REC000527,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2011,18-08-2011,8,August,Q3,FY2011-12,12546572,Large (10-15M),3247058,4256941,43.27,56.73,1010,High Density,3.16,High Growth,76.96,24.64,5.35,19.29
REC000528,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2017,12-07-2017,7,July,Q3,FY2017-18,3784049,Small (<5M),3320681,9573903,25.75,74.25,559,Medium Density,1.45,Moderate Growth,94.48,22.19,7.6,14.59
REC000529,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2002,07-02-2002,2,February,Q1,FY2001-02,6165790,Medium (5-10M),4652821,7687312,37.7,62.3,607,Medium Density,3.04,High Growth,75.85,15.19,10.32,4.87
REC000530,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,15-01-2000,1,January,Q1,FY1999-00,14850099,Large (10-15M),6957765,4046953,63.23,36.77,1173,High Density,1.52,Moderate Growth,80.68,11.26,11.35,-0.09
REC000531,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2000,03-12-2000,12,December,Q4,FY2000-01,18097458,Very Large (>15M),9412949,2141660,81.46,18.54,824,Medium Density,3.18,High Growth,86.05,21.22,10.06,11.16
REC000532,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2018,16-11-2018,11,November,Q4,FY2018-19,8146173,Medium (5-10M),4735285,1706713,73.51,26.49,895,Medium Density,2.89,High Growth,69.83,18.93,11.99,6.94
REC000533,India,North,Delhi,DL,Delhi,28.7041,77.1025,2010,01-04-2010,4,April,Q2,FY2010-11,2340860,Small (<5M),6019804,9564254,38.63,61.37,1158,High Density,3.45,High Growth,64.65,12.46,11.81,0.65
REC000534,India,North,Delhi,DL,Delhi,28.7041,77.1025,2004,27-08-2004,8,August,Q3,FY2004-05,19638534,Very Large (>15M),2116825,2006558,51.34,48.66,1236,High Density,2.98,High Growth,83.14,27.19,10.74,16.45
REC000535,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2011,16-12-2011,12,December,Q4,FY2011-12,18016258,Very Large (>15M),9546546,658177,93.55,6.45,1121,High Density,1.69,Moderate Growth,77.87,19.94,11.82,8.12
REC000536,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2002,24-02-2002,2,February,Q1,FY2001-02,1223077,Small (<5M),4227330,5105408,45.3,54.7,496,Medium Density,0.83,Low Growth,88.94,19.08,13.62,5.46
REC000537,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,12-03-2000,3,March,Q1,FY1999-00,4861102,Small (<5M),9510373,3666646,72.17,27.83,750,Medium Density,3.12,High Growth,61.58,18.35,5.4,12.95
REC000538,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,19-12-2000,12,December,Q4,FY2000-01,11678044,Large (10-15M),7907905,2516672,75.86,24.14,658,Medium Density,2.21,Moderate Growth,79.07,24.76,13.33,11.43
REC000539,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2007,27-01-2007,1,January,Q1,FY2006-07,15352171,Very Large (>15M),5771339,4426182,56.6,43.4,765,Medium Density,3.07,High Growth,66.5,11.04,8.56,2.48
REC000540,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2009,08-01-2009,1,January,Q1,FY2008-09,9469257,Medium (5-10M),8348681,7868332,51.48,48.52,1470,High Density,1.66,Moderate Growth,81.61,14.31,8.06,6.25
REC000541,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2010,23-03-2010,3,March,Q1,FY2009-10,19855152,Very Large (>15M),5931796,8326256,41.6,58.4,1382,High Density,0.59,Low Growth,86.62,28.05,13.63,14.42
REC000542,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2011,12-11-2011,11,November,Q4,FY2011-12,4804895,Small (<5M),8188701,8639848,48.66,51.34,256,Low Density,0.66,Low Growth,69.21,10.8,11.07,-0.27
REC000543,India,North,Delhi,DL,Delhi,28.7041,77.1025,2012,15-05-2012,5,May,Q2,FY2012-13,601741,Small (<5M),4441954,5124053,46.43,53.57,1428,High Density,2.51,High Growth,76.86,22.21,5.59,16.62
REC000544,India,North,Delhi,DL,Delhi,28.7041,77.1025,2011,02-12-2011,12,December,Q4,FY2011-12,16293548,Very Large (>15M),8286675,8267709,50.06,49.94,314,Low Density,0.84,Low Growth,74.71,14.83,6.91,7.92
REC000545,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2013,17-03-2013,3,March,Q1,FY2012-13,17551025,Very Large (>15M),5382148,8096198,39.93,60.07,119,Low Density,2.74,High Growth,86.42,20.81,14.35,6.46
REC000546,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2001,07-01-2001,1,January,Q1,FY2000-01,10010710,Large (10-15M),9143564,4979591,64.74,35.26,244,Low Density,1.76,Moderate Growth,81,20.62,9.12,11.5
REC000547,India,North,Delhi,DL,Delhi,28.7041,77.1025,2018,13-01-2018,1,January,Q1,FY2017-18,206837,Small (<5M),5066669,5809503,46.59,53.41,549,Medium Density,2.19,Moderate Growth,64.22,23.13,7.73,15.4
REC000548,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2017,01-08-2017,8,August,Q3,FY2017-18,14077044,Large (10-15M),2756349,870757,75.99,24.01,285,Low Density,2.9,High Growth,94.19,13.44,6.98,6.46
REC000549,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2002,06-10-2002,10,October,Q4,FY2002-03,569676,Small (<5M),9181021,6820011,57.38,42.62,1433,High Density,1.26,Moderate Growth,91.93,22.82,10.57,12.25
REC000550,India,North,Delhi,DL,Delhi,28.7041,77.1025,2022,13-11-2022,11,November,Q4,FY2022-23,10234259,Large (10-15M),3593489,716974,83.37,16.63,959,High Density,1.74,Moderate Growth,80.26,25.63,14.68,10.95
REC000551,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2016,11-12-2016,12,December,Q4,FY2016-17,13643825,Large (10-15M),8347132,6310099,56.95,43.05,802,Medium Density,2.69,High Growth,87.21,13.51,6.34,7.17
REC000552,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2007,10-12-2007,12,December,Q4,FY2007-08,18438137,Very Large (>15M),1383826,7254722,16.02,83.98,575,Medium Density,3.26,High Growth,60.7,25.79,7.39,18.4
REC000553,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2009,16-02-2009,2,February,Q1,FY2008-09,14300431,Large (10-15M),3619810,4572314,44.19,55.81,1032,High Density,1.37,Moderate Growth,67.05,12.44,9.96,2.48
REC000554,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2001,27-03-2001,3,March,Q1,FY2000-01,6966950,Medium (5-10M),5547136,1102405,83.42,16.58,917,High Density,2.37,Moderate Growth,86.88,15.26,7.15,8.11
REC000555,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2018,26-02-2018,2,February,Q1,FY2017-18,15965509,Very Large (>15M),5393303,1298927,80.59,19.41,803,Medium Density,3.35,High Growth,63.72,17.24,14.99,2.25
REC000556,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2008,24-03-2008,3,March,Q1,FY2007-08,19521886,Very Large (>15M),3805596,7896460,32.52,67.48,139,Low Density,2.45,Moderate Growth,61.5,16.23,9.09,7.14
REC000557,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,23-07-2006,7,July,Q3,FY2006-07,16700974,Very Large (>15M),7860460,969479,89.02,10.98,187,Low Density,3.18,High Growth,81.55,24.68,9.41,15.27
REC000558,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2003,20-01-2003,1,January,Q1,FY2002-03,16510025,Very Large (>15M),6430423,2685296,70.54,29.46,600,Medium Density,3.32,High Growth,61.2,15.38,7.19,8.19
REC000559,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2020,17-10-2020,10,October,Q4,FY2020-21,4211460,Small (<5M),7411037,7103771,51.06,48.94,579,Medium Density,3.29,High Growth,66.41,25.01,12.96,12.05
REC000560,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2017,17-08-2017,8,August,Q3,FY2017-18,9175272,Medium (5-10M),9621593,856102,91.83,8.17,1451,High Density,2.78,High Growth,62.8,11.14,9.65,1.49
REC000561,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2012,04-10-2012,10,October,Q4,FY2012-13,7452072,Medium (5-10M),6332558,3734615,62.9,37.1,1143,High Density,2.16,Moderate Growth,78.7,16.37,11.48,4.89
REC000562,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2010,05-10-2010,10,October,Q4,FY2010-11,1556440,Small (<5M),83673,4839844,1.7,98.3,374,Low Density,0.79,Low Growth,83.69,28.26,6.74,21.52
REC000563,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2023,28-10-2023,10,October,Q4,FY2023-24,8231494,Medium (5-10M),4501666,2802375,61.63,38.37,506,Medium Density,1.17,Moderate Growth,66.42,17.71,6.29,11.42
REC000564,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2003,23-02-2003,2,February,Q1,FY2002-03,4461045,Small (<5M),7880208,1256796,86.24,13.76,1268,High Density,1.27,Moderate Growth,76.41,19.41,10.61,8.8
REC000565,India,North,Delhi,DL,Delhi,28.7041,77.1025,2024,14-03-2024,3,March,Q1,FY2023-24,15891429,Very Large (>15M),9897983,8953082,52.51,47.49,234,Low Density,0.6,Low Growth,60.71,25.06,6.78,18.28
REC000566,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2020,20-09-2020,9,September,Q3,FY2020-21,18304698,Very Large (>15M),403823,7417440,5.16,94.84,96,Low Density,0.81,Low Growth,69.26,11.08,10.15,0.93
REC000567,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2024,10-07-2024,7,July,Q3,FY2024-25,11279526,Large (10-15M),8317077,3005920,73.45,26.55,1249,High Density,1.38,Moderate Growth,66.29,24.01,14.99,9.02
REC000568,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2003,14-04-2003,4,April,Q2,FY2003-04,11751980,Large (10-15M),4340512,9719234,30.87,69.13,1006,High Density,0.77,Low Growth,65.81,11.29,9.42,1.87
REC000569,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2009,28-10-2009,10,October,Q4,FY2009-10,6671504,Medium (5-10M),9213975,4980993,64.91,35.09,441,Medium Density,1.01,Moderate Growth,67.88,21.05,5.25,15.8
REC000570,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2004,01-05-2004,5,May,Q2,FY2004-05,14450309,Large (10-15M),1825890,7467489,19.65,80.35,507,Medium Density,0.66,Low Growth,88.19,22.23,11.34,10.89
REC000571,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2008,11-02-2008,2,February,Q1,FY2007-08,6578925,Medium (5-10M),2576635,5864248,30.53,69.47,924,High Density,1.75,Moderate Growth,93.24,12.89,7.59,5.3
REC000572,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2023,26-11-2023,11,November,Q4,FY2023-24,17952880,Very Large (>15M),2162421,5090853,29.81,70.19,1443,High Density,2.96,High Growth,84.71,27.02,14.41,12.61
REC000573,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2002,23-08-2002,8,August,Q3,FY2002-03,2717107,Small (<5M),5208579,909095,85.14,14.86,1429,High Density,2.94,High Growth,62.53,21.38,7.34,14.04
REC000574,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2016,18-04-2016,4,April,Q2,FY2016-17,7281445,Medium (5-10M),1680477,4735426,26.19,73.81,1396,High Density,3.21,High Growth,81.99,13.1,14.33,-1.23
REC000575,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2002,16-09-2002,9,September,Q3,FY2002-03,13560278,Large (10-15M),421975,4267604,9,91,537,Medium Density,2.74,High Growth,85.69,27.22,5.18,22.04
REC000576,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2015,27-05-2015,5,May,Q2,FY2015-16,19786748,Very Large (>15M),8124936,3577640,69.43,30.57,1036,High Density,1.23,Moderate Growth,63.89,26.5,14.78,11.72
REC000577,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2003,18-09-2003,9,September,Q3,FY2003-04,8248344,Medium (5-10M),9648471,4066599,70.35,29.65,392,Low Density,2.61,High Growth,70.3,23.41,7.73,15.68
REC000578,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2017,08-04-2017,4,April,Q2,FY2017-18,1156136,Small (<5M),9466733,8739141,52,48,1296,High Density,2.76,High Growth,74.99,18.11,12.82,5.29
REC000579,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2016,28-10-2016,10,October,Q4,FY2016-17,951495,Small (<5M),1753454,8054463,17.88,82.12,166,Low Density,2.13,Moderate Growth,70.88,19.88,9.66,10.22
REC000580,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,10-05-2006,5,May,Q2,FY2006-07,19948063,Very Large (>15M),264369,3222070,7.58,92.42,546,Medium Density,2.92,High Growth,78.14,24.07,8.7,15.37
REC000581,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2023,26-09-2023,9,September,Q3,FY2023-24,10750361,Large (10-15M),5984847,5979071,50.02,49.98,352,Low Density,0.71,Low Growth,64.58,16.01,14.58,1.43
REC000582,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2022,10-08-2022,8,August,Q3,FY2022-23,10912366,Large (10-15M),4533573,5929510,43.33,56.67,678,Medium Density,2.28,Moderate Growth,75.57,21.91,14.42,7.49
REC000583,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2004,05-03-2004,3,March,Q1,FY2003-04,15413839,Very Large (>15M),4055535,582026,87.45,12.55,993,High Density,1.94,Moderate Growth,85.66,22.44,11.04,11.4
REC000584,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,10-01-2011,1,January,Q1,FY2010-11,5181131,Medium (5-10M),7023338,7338383,48.9,51.1,102,Low Density,2.92,High Growth,76.13,14.44,14.39,0.05
REC000585,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2016,18-03-2016,3,March,Q1,FY2015-16,4524445,Small (<5M),4380390,5359265,44.97,55.03,258,Low Density,0.88,Low Growth,67.37,12.57,12.89,-0.32
REC000586,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2022,21-04-2022,4,April,Q2,FY2022-23,3199407,Small (<5M),7731048,4422942,63.61,36.39,1288,High Density,1.14,Moderate Growth,88.07,13.3,8.63,4.67
REC000587,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,24-02-2012,2,February,Q1,FY2011-12,7596128,Medium (5-10M),7083424,5132425,57.99,42.01,906,High Density,2.18,Moderate Growth,73.8,10.42,13.96,-3.54
REC000588,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2022,06-01-2022,1,January,Q1,FY2021-22,9421520,Medium (5-10M),8127945,2152279,79.06,20.94,695,Medium Density,3.34,High Growth,74.88,25.02,8.59,16.43
REC000589,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2024,03-07-2024,7,July,Q3,FY2024-25,7328492,Medium (5-10M),6661532,9180735,42.05,57.95,1324,High Density,0.75,Low Growth,72.52,26.19,14.46,11.73
REC000590,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2002,08-08-2002,8,August,Q3,FY2002-03,2594306,Small (<5M),7401115,6978668,51.47,48.53,621,Medium Density,2.73,High Growth,70.14,25.99,10.16,15.83
REC000591,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2008,09-07-2008,7,July,Q3,FY2008-09,579983,Small (<5M),4925159,4233573,53.78,46.22,1038,High Density,1.12,Moderate Growth,81.07,28.6,12.39,16.21
REC000592,India,North,Delhi,DL,Delhi,28.7041,77.1025,2016,05-05-2016,5,May,Q2,FY2016-17,19151180,Very Large (>15M),415204,8220284,4.81,95.19,661,Medium Density,0.82,Low Growth,66.57,11.7,11.37,0.33
REC000593,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2016,02-12-2016,12,December,Q4,FY2016-17,17410003,Very Large (>15M),3010236,3388871,47.04,52.96,852,Medium Density,1.68,Moderate Growth,86.92,28.61,12.34,16.27
REC000594,India,North,Delhi,DL,Delhi,28.7041,77.1025,2019,02-01-2019,1,January,Q1,FY2018-19,73382,Small (<5M),2484887,6364737,28.08,71.92,445,Medium Density,2.25,Moderate Growth,76.86,20.04,6.81,13.23
REC000595,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2015,07-07-2015,7,July,Q3,FY2015-16,12242062,Large (10-15M),4037898,4194675,49.05,50.95,1288,High Density,2.98,High Growth,90.93,17.87,13.89,3.98
REC000596,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2024,17-07-2024,7,July,Q3,FY2024-25,5667492,Medium (5-10M),1379654,8419818,14.08,85.92,990,High Density,2.4,Moderate Growth,92.86,12.84,13.22,-0.38
REC000597,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2021,10-09-2021,9,September,Q3,FY2021-22,7396796,Medium (5-10M),7314571,8536091,46.15,53.85,299,Low Density,1.98,Moderate Growth,73.4,19.67,11.31,8.36
REC000598,India,North,Delhi,DL,Delhi,28.7041,77.1025,2012,12-03-2012,3,March,Q1,FY2011-12,4990560,Small (<5M),4783531,3975000,54.62,45.38,295,Low Density,1.36,Moderate Growth,65.56,23.63,7.12,16.51
REC000599,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2018,02-09-2018,9,September,Q3,FY2018-19,1392643,Small (<5M),951360,3351275,22.11,77.89,441,Medium Density,1.38,Moderate Growth,77.68,11.78,10.73,1.05
REC000600,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,10-01-2016,1,January,Q1,FY2015-16,9742217,Medium (5-10M),5251735,2784831,65.35,34.65,1356,High Density,2.81,High Growth,69.47,29.56,9.36,20.2
REC000601,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2003,20-01-2003,1,January,Q1,FY2002-03,1980719,Small (<5M),9637151,1474716,86.73,13.27,1357,High Density,0.84,Low Growth,74.93,28.34,5.18,23.16
REC000602,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,01-04-2011,4,April,Q2,FY2011-12,9349953,Medium (5-10M),1519218,6103179,19.93,80.07,441,Medium Density,0.94,Low Growth,73.21,27.74,14.23,13.51
REC000603,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2008,04-09-2008,9,September,Q3,FY2008-09,8309150,Medium (5-10M),6226132,712946,89.73,10.27,831,Medium Density,2.66,High Growth,75.77,18.19,12.69,5.5
REC000604,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2018,13-06-2018,6,June,Q2,FY2018-19,3478811,Small (<5M),8061699,8175137,49.65,50.35,986,High Density,3.38,High Growth,77.45,27.12,13.98,13.14
REC000605,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2011,12-11-2011,11,November,Q4,FY2011-12,9505984,Medium (5-10M),3987993,2501658,61.45,38.55,503,Medium Density,0.86,Low Growth,81.96,12.51,11.03,1.48
REC000606,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2008,11-03-2008,3,March,Q1,FY2007-08,2563614,Small (<5M),8416562,6693590,55.7,44.3,922,High Density,2.33,Moderate Growth,60.13,28.22,8.32,19.9
REC000607,India,North,Delhi,DL,Delhi,28.7041,77.1025,2006,10-01-2006,1,January,Q1,FY2005-06,19370389,Very Large (>15M),6477529,5384794,54.61,45.39,455,Medium Density,1.22,Moderate Growth,68.97,27.09,9.4,17.69
REC000608,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2013,15-04-2013,4,April,Q2,FY2013-14,19971936,Very Large (>15M),6086248,7418688,45.07,54.93,280,Low Density,0.58,Low Growth,65.96,21.74,13.29,8.45
REC000609,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2019,05-12-2019,12,December,Q4,FY2019-20,3841343,Small (<5M),7970252,1255039,86.4,13.6,281,Low Density,3,High Growth,84.87,23.25,6.99,16.26
REC000610,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2018,25-09-2018,9,September,Q3,FY2018-19,18449728,Very Large (>15M),3222066,1213721,72.64,27.36,1205,High Density,2.03,Moderate Growth,89.13,17.01,6.51,10.5
REC000611,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2014,17-03-2014,3,March,Q1,FY2013-14,16680264,Very Large (>15M),1464706,1164771,55.7,44.3,424,Medium Density,0.57,Low Growth,85.4,28.98,6,22.98
REC000612,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2015,28-12-2015,12,December,Q4,FY2015-16,500067,Small (<5M),9042916,7521257,54.59,45.41,515,Medium Density,3.19,High Growth,94.11,11.34,5.99,5.35
REC000613,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2020,05-09-2020,9,September,Q3,FY2020-21,5060500,Medium (5-10M),3233965,4893786,39.79,60.21,340,Low Density,2.11,Moderate Growth,62.7,27.82,9.87,17.95
REC000614,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,02-07-2004,7,July,Q3,FY2004-05,6111782,Medium (5-10M),7298540,7638524,48.86,51.14,420,Medium Density,2.71,High Growth,76.27,15.23,12.36,2.87
REC000615,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2002,09-12-2002,12,December,Q4,FY2002-03,12364784,Large (10-15M),6674049,5927214,52.96,47.04,422,Medium Density,1.77,Moderate Growth,91.48,26.1,13.9,12.2
REC000616,India,North,Delhi,DL,Delhi,28.7041,77.1025,2011,06-04-2011,4,April,Q2,FY2011-12,13775266,Large (10-15M),8864497,8251904,51.79,48.21,789,Medium Density,1.05,Moderate Growth,71.17,10.99,10.68,0.31
REC000617,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2024,18-03-2024,3,March,Q1,FY2023-24,1747152,Small (<5M),337755,7752252,4.17,95.83,514,Medium Density,1.9,Moderate Growth,88.08,14.89,9.96,4.93
REC000618,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2019,14-10-2019,10,October,Q4,FY2019-20,14898268,Large (10-15M),3238751,6016655,34.99,65.01,412,Medium Density,1.36,Moderate Growth,79.66,13.96,8.87,5.09
REC000619,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2020,19-05-2020,5,May,Q2,FY2020-21,17986365,Very Large (>15M),7605202,3765132,66.89,33.11,1192,High Density,1.39,Moderate Growth,94.25,29.57,8.01,21.56
REC000620,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2003,14-05-2003,5,May,Q2,FY2003-04,16947946,Very Large (>15M),6098868,4235930,59.01,40.99,403,Medium Density,2.43,Moderate Growth,72.99,14.2,5.34,8.86
REC000621,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2020,08-03-2020,3,March,Q1,FY2019-20,9551370,Medium (5-10M),8498149,1425230,85.64,14.36,537,Medium Density,0.78,Low Growth,74.6,17.42,12.31,5.11
REC000622,India,North,Delhi,DL,Delhi,28.7041,77.1025,2022,17-12-2022,12,December,Q4,FY2022-23,1889968,Small (<5M),7213457,9056636,44.34,55.66,993,High Density,1.69,Moderate Growth,65.73,15.96,5.71,10.25
REC000623,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2015,28-09-2015,9,September,Q3,FY2015-16,14987570,Large (10-15M),9781980,1610500,85.86,14.14,1147,High Density,2.14,Moderate Growth,65.59,29.72,12.58,17.14
REC000624,India,North,Delhi,DL,Delhi,28.7041,77.1025,2024,03-04-2024,4,April,Q2,FY2024-25,11615462,Large (10-15M),5781857,9614196,37.55,62.45,1446,High Density,2.63,High Growth,90.14,22.32,12.14,10.18
REC000625,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2006,10-11-2006,11,November,Q4,FY2006-07,18114009,Very Large (>15M),2349430,2922942,44.56,55.44,277,Low Density,2.4,Moderate Growth,74.26,17.19,14.87,2.32
REC000626,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2012,17-05-2012,5,May,Q2,FY2012-13,18768258,Very Large (>15M),9582003,4833141,66.47,33.53,1253,High Density,3.16,High Growth,81.72,28.16,5.2,22.96
REC000627,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2020,27-04-2020,4,April,Q2,FY2020-21,15010091,Very Large (>15M),5606307,9031457,38.3,61.7,294,Low Density,3.48,High Growth,86.33,24.14,7.43,16.71
REC000628,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2009,11-05-2009,5,May,Q2,FY2009-10,2701222,Small (<5M),7967485,3103323,71.97,28.03,862,Medium Density,3.31,High Growth,75.34,24.07,5.82,18.25
REC000629,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,08-07-2006,7,July,Q3,FY2006-07,9805715,Medium (5-10M),4288471,9139972,31.94,68.06,657,Medium Density,2.79,High Growth,93.38,19.73,14.33,5.4
